date,event,nouns
2022-01-10,FSK,"['2위', '피겨', '이시형', '김예림', '땀방울', '베이징올림픽']"
2022-01-10,FSK,"['올림픽', '유영', '존재감', '최고', '기회']"
2022-01-10,FSK,"['4회', '점프', '마스터', '네', '첸', '전미선수권대회', '우승', '하뉴']"
2022-01-10,FSK,"['스포츠타', '피겨', '최종', '4', '확정', '베이징', '연아키즈']"
2022-01-10,FSK,"['클린하', '남녀', '피겨', '간판들', '베이징서', '이루고픈', '것']"
2022-01-10,FSK,[]
2022-01-10,FSK,"['한국', '피겨', '유영', '차준환만', '김예림', '이시형']"
2022-01-10,FSK,"['점프', '네', '첸', '美', '피겨선수권', '6연패', '올림픽', '티켓']"
2022-01-10,FSK,"['미국', '피겨', '간판', '네', '첸', '자국', '우승', '하뉴', '올림픽', '우승', '경쟁']"
2022-01-10,FSK,"['점프', '괴물', '첸', '베이징행', '사실상', '확정', '하뉴', '金', '경쟁']"
2022-01-10,FSK,"['베이징', '올림픽', '티켓', '눈시울', '김예']"
2022-01-11,SSK,"['이', '뭐', '평창', '이', '진짜', '에이스', '위용']"
2022-01-11,SSK,"['베이징', '금빛', '질주', '빙상', '정재원', '후회', '인터뷰']"
2022-01-11,ALP,"['정동현', '베이징동계올림픽', '알파', '스키', '선발전', '우승']"
2022-01-11,ALP,"['亞', '알파', '스키', '최강', '정동현', '4회', '연속', '올림픽', '보']"
2022-01-11,CCS,"['베이징', '확대경', '6번', '올림픽', '크로스컨트리', '이채원', '전설들', '라스트', '댄스']"
2022-01-11,FSK,"['12년', '전', '연아', '퀸', '꿈', '무대', '유영', '김예']"
2022-01-11,FSK,"['4대륙대회서', '최종', '점걸', '피겨', '4총사', '열흘', '자', '격리', '면제']"
2022-01-11,FSK,"['점프머신', '네', '첸', '베이징행', '티켓']"
2022-01-11,FSK,"['하뉴', '연기력', '첸', '점프력']"
2022-01-11,NCB,"['그래픽', '베이징', '기대주', '노르딕복합', '이채원']"
2022-01-11,NCB,"['베이징', '기대주', '한국', '노르딕복합', '개척자', '박제언']"
2022-01-11,NCB,"['베이징', '스키점프', '크로스컨트리', '결합', '노르딕', '복합']"
2022-01-12,SSK,"['김민석', '베이징올림픽', '빙속', '첫', '메달', '나']"
2022-01-12,SBD,"['배추보', '이상호', '랭킹', '1위', '베이징']"
2022-01-12,SBD,"['金후보', '이상호', '스노보드', '월드컵', '평행회전', '5위']"
2022-01-12,SBD,"['그래픽', '베이징', '기대주', '스노보드', '이상호']"
2022-01-12,STK,"['법정공방', '심석희', '2차', '연맹', '징계', '타당']"
2022-01-12,STK,"['심석희', '측', '빙상연맹', '이중징계', '베이징행', '다음주', '결론날듯']"
2022-01-12,STK,"['자격', '정지', '2개월', '심석희', '측', '이중징계', '부당', '빙상연맹', '문제']"
2022-01-12,STK,"['심석희', '측', '법정', '공방', '징계', '시효', '자격정지', '이중', '징계']"
2022-01-12,STK,"['심석희', '부당한', '이중징계', '빙상연맹', '문제', '징계', '올림픽', '전', '법정', '공방']"
2022-01-12,STK,"['법원', '심석희', '측', '국가대표', '정지', '징계', '이중', '징계']"
2022-01-12,STK,"['심석희', '빙상연맹', '법정공방', '팽팽', '이중', '징계', '부당', '징계', '사유']"
2022-01-12,STK,"['심석희', '징계', '무효', '가처분', '심문기', '징계권', '남용', '징계', '사유']"
2022-01-12,STK,"['올림픽', '심석희', '빙상연맹', '치열', '법정', '공방']"
2022-01-12,STK,"['빙상연맹', '법정공방', '심석희', '측', '부당한', '징계']"
2022-01-12,STK,"['심석희', '측', '사적', '메시지', '불법', '유출', '징계사유', '빙상연맹', '법', '공방']"
2022-01-13,CUR,[]
2022-01-13,CUR,"['베이징', '확대경', '컬링', '한', '전', '너', '메달', '보']"
2022-01-13,ALP,"['레전드', '스키', '여제', '시프린', '다음', '시선', '올림픽', '3연속', '金']"
2022-01-13,STK,"['영상', '쇼트트랙', '대표팀', '20일', '심석희', '가처분', '결과']"
2022-01-13,STK,[]
2022-01-13,STK,"['심석희', '베이징행', '앞', '1주일', '치열', '법', '공방']"
2022-01-13,STK,"['쇼트트랙', '올림픽', '수', '20일', '이후', '결정', '김지유', '대표팀', '합류']"
2022-01-13,FRS,"['베이징', '기대주', '6', '프리스타', '하프파이프', '장유진']"
2022-01-13,FRS,"['영상', '시원', '설원', '곡예', '로', '스키', '월드컵', '우승']"
2022-01-13,FRS,"['그래픽', '베이징', '기대주', '프리스타', '하프파이프', '장유진']"
2022-01-13,FRS,"['베이징', '기대주', '프리스타', '하프파이프', '톱5', '목표', '내', '장유진']"
2022-01-13,FRS,"['베이징', '⑪', '아찔', '설원', '곡예', '프리스타', '스키']"
2022-01-13,FRS,"['아일린', '구', '그녀', '국적', '프리스타일']"
2022-01-13,SKN,"['올림픽', '시즌', '입상', '無', '윤성빈', '자존심', '수', '있을까']"
2022-01-13,SKN,"['재밌', '동계종목', '윤성빈', '스켈레톤', '당신']"
2022-01-14,ALP,"['핫클립', '정동현', '강영서', '베이징행', '확정', '설원', '질주']"
2022-01-14,ALP,"['알파', '스키', '정동현', '베이징행', '확정', '4회', '연속', '올림픽', '출전권', '획득']"
2022-01-14,ALP,"['정동현', '강영서', '베이징올림픽', '알파인스키', '국가대표', '발탁']"
2022-01-14,ALP,"['시프린', '알파', '5관왕', '대업', '고', '블로바', '반격']"
2022-01-14,ALP,"['하이원', '정동현', '알파', '스키', '4회', '연속', '올림픽', '진출']"
2022-01-14,ALP,"['알파', '스키', '정동현', '4회', '연속', '올림픽', '출전권', '획득']"
2022-01-14,ALP,"['정동현', '강영서', '베이징올림픽', '알파인스키', '국가대표', '선발']"
2022-01-14,ALP,"['알파', '스키', '간판', '정동현', '4회', '연속', '올림픽', '진출', '톱10', '진입', '목표']"
2022-01-14,ALP,"['알파', '스키', '간판', '정동현', '4회', '연속', '올림픽행', '톱10', '진입', '목표']"
2022-01-14,ALP,"['하이원', '정동현', '알파', '스키', '4회', '연속', '올림픽', '진출']"
2022-01-14,ALP,"['韓', '알파', '스키', '간판', '정동현', '4회', '연속', '올림픽', '전', '확정']"
2022-01-14,ALP,"['정동현', '강영서', '베이징', '올림픽', '알파', '스키', '국가대표', '선발']"
2022-01-14,ALP,"['그래픽', '베이징', '기대주', '한국', '알파', '스키', '간판', '정동현']"
2022-01-14,ALP,"['그래픽', '베이징', '동계올림픽', '종목', '소개', '알파인스키']"
2022-01-14,ALP,"['베이징', '기대주', '4회', '연속', '올림픽행', '한국', '알파', '스키', '간판', '정동현']"
2022-01-14,ALP,"['베이징', '설원', '레이스', '알파인스키']"
2022-01-14,SBD,"['평창', '金', '화이트', '스노보드월드컵', '예선', '5위', '베이징행', '유력']"
2022-01-14,SBD,"['스노보드', '전설', '화이트', '월드컵', '예선', '5위', '베이징행', '예약']"
2022-01-14,SBD,"['스노보드', '전설', '숀', '화이트', '올림픽', '전', '확실시', '내', '마지막']"
2022-01-14,SBD,"['금메달', '3개', '스노보드', '숀', '화이트', '베이징', '끝', '올림픽', '은퇴']"
2022-01-14,SBD,"['스노보드', '전설', '화이트', '월드컵', '예선', '5위', '베이징행', '예약']"
2022-01-14,SBD,"['스노보드', '전설', '화이트', '월드컵', '예선', '5위', '베이징행', '예약']"
2022-01-14,SBD,"['올림픽', '2연패', '클로', '꿈']"
2022-01-14,SBD,"['스노보드', '1', '자', '한국계', '미국인', '클로', '지금', '나', '부모님', '헌신', '덕분']"
2022-01-15,CUR,"['컬링', '팀', '올림픽', '전', '국내', '훈련', '이']"
2022-01-15,ALP,"['한국', '알파', '스키', '정동현', '개', '4회', '동계올림픽', '전', '확정']"
2022-01-15,SBD,"['세계', '1위', '로', '베이징', '2연속', '메달', '정조준']"
2022-01-15,SBD,"['스노보드', '이상호', '정해림', '월드컵', '혼성', '평행', '대회전', '동메달', '획득']"
2022-01-15,SBD,"['시즌', '1위', '스노보드', '이상호', '금빛', '질주', '준비', '끝']"
2022-01-15,SBD,"['이상호', '정해림', '스노보드', '월드컵', '혼성', '평행대회전', '동메달']"
2022-01-15,SBD,"['이상호', '정해림', '스노보드', '월드컵', '혼성', '평행대회전', '동메달', '획득']"
2022-01-15,SBD,"['이상호', '정해림', '스노보드', '월드컵', '혼성', '평행대회전', '동메달', '획득']"
2022-01-15,SBD,"['이상호', '정해림', '스노보드', '월드컵', '혼성', '평행대회전', '동메달', '획득']"
2022-01-15,SBD,"['배추보', '이상호', '스노보드', '월드컵', '대회전', '9위']"
2022-01-15,SBD,"['이상호', '스노보드', '월드컵', '평행', '대회전', '9위', '차지']"
2022-01-15,SBD,"['배추보', '이상호', '스노보드', '월드컵', '대회전', '9위', '종합', '1위']"
2022-01-15,SBD,"['배추보', '이상호', '월드컵', '평행', '대회전', '9위', '종합', '1위', '사수']"
2022-01-15,SBD,"['배추보', '이상호', '스노보드', '월드컵', '평행', '대회전', '9위']"
2022-01-15,SBD,"['이상호', '스노보드', '월드컵', '평행대회전', '9위', '시즌', '종합순위', '1위']"
2022-01-15,SBD,"['이상호', '스노보드', '7차', '월드컵', '평행', '대회전', '9위', '종합', '1위']"
2022-01-15,SBD,"['이상호', '스노보드', '월드컵', '평행', '대회전', '9위', '종합', '순위', '1위']"
2022-01-15,BOB,"['그래픽', '베이징', '기대주', '봅슬레이', '원윤종', '팀']"
2022-01-15,BOB,"['베이징', '기대주', '부상', '악재', '봅슬레이', '원윤종팀']"
2022-01-15,BOB,"['베이징', '썰매', '맏형', '얼음', '위', '슈퍼카', '봅슬레이']"
2022-01-15,STK,"['베이징동계올림픽', '종목소개', '쇼트트랙']"
2022-01-15,STK,"['위기', '한국', '쇼트트랙', '어깨', '최민정', '베이징', '선수']"
2022-01-16,SSK,"['빙속', '정재원', '페이스메이커', '뉴', '에이스', '로', '베이징', '선수']"
2022-01-16,SSK,"['4년', '전', '실수', '빙속', '김준호', '기죽지', '거']"
2022-01-16,SSK,"['베이징동계올림픽', '종목소개', '스피드스케이팅']"
2022-01-16,ALP,"['알파', '스키', '간판', '부산', '강영서', '베이징행']"
2022-01-16,ALP,"['하이원', '정동현', '베이징', '동계올림픽']"
2022-01-16,SJP,"['재밌', '동계종목', '인간', '수', '국가대표', '로', '친숙', '스키점프']"
2022-01-16,IHO,"['베이징', '확대경', '불참', '빛', '동계올림픽', '꽃', '아이스하키']"
2022-01-16,SKN,"['그래픽', '베이징', '기대주', '스켈레톤', '아이언맨', '윤성빈']"
2022-01-16,SKN,"['베이징', '기대주', '아이언맨', '윤성빈', '월드컵', '부진', '메달']"
2022-01-17,SSK,"['김보름', '베이징', '동계올림픽', '전', '세', '번', '올림픽']"
2022-01-17,SSK,"['명예회복', '이승훈', '이규혁', '베이징', '전진', '도전']"
2022-01-17,SSK,"['그', '김보름', '세', '번', '올림픽']"
2022-01-17,CUR,"['영미', '신드롬', '컬링', '치열', '두뇌싸움']"
2022-01-17,ALP,"['29위', '우승', '설원', '위', '어부지리', '역전쇼']"
2022-01-17,ALP,"['부산시체육회', '강영서', '알파', '스키', '올림픽', '국대']"
2022-01-17,SBD,"['평창', '銀', '배추보', '이상호', '베이징', '하늘', '태극기', '베이징', '선수']"
2022-01-17,SBD,"['베이징동계올림픽', '종목소개', '스노보드']"
2022-01-17,SBD,"['배추보', '이상호', '7차례', '월드컵', '종합', '1위']"
2022-01-17,SBD,"['클로', '스노보드', '월드컵', '금메달', '추가']"
2022-01-17,SBD,"['스노보드', '클로', '올림픽', '2연패', '달성']"
2022-01-17,SBD,"['정', '출신', '이상호', '월드컵', '혼성', '평행대회전', '銅']"
2022-01-17,SBD,"['이상호', '정해림', '스노보드', '월드컵', '혼성', '동메달', '합작']"
2022-01-17,CCS,"['2022', '베이징', '올림픽', '크로스컨트리', '국가대표', '이의진']"
2022-01-17,FSK,"['차준환', '감동', '한마디']"
2022-01-17,FSK,"['피겨', '차준환', '유영', '4대륙', '전', '에스토니아', '출국']"
2022-01-17,FSK,"['스포츠머그', '우승', '러시아', '기록', '제조', '발리예바', '연기', '수준']"
2022-01-17,FSK,"['피겨', '차준환', '유영', '에스토니아', '출국', '4대륙선수권', '참가']"
2022-01-17,FSK,"['동생들', '2위', '베이징', '꿈']"
2022-01-17,FSK,"['재밌', '동계종목', '악셀', '살코', '뭐', '피겨스케이팅', '세계']"
2022-01-17,SKN,"['베이징', '기대주', '7', '스켈레톤', '윤성빈']"
2022-01-17,SKN,"['윤성빈', '베이징행', '확정', '두', '연속', '메달', '이']"
2022-01-18,CUR,"['여자', '컬링', '팀', '베이징에선', '영미', '대', '초희']"
2022-01-18,CUR,"['컬링', '팀킴', '어게인', '평창', '감동']"
2022-01-18,ALP,"['쿨러닝', '계속', '자메이카', '사상', '첫', '올림픽', '스키', '출전']"
2022-01-18,ALP,"['자메이카', '올림픽', '쿨', '러닝', '이번', '알파', '스키']"
2022-01-18,ALP,"['쿨러닝', '자메이카', '알파', '스키', '봅슬레이', '동계올림픽', '출전']"
2022-01-18,ALP,"['올림픽', '4회', '연속', '전', '확정', '정동현', '컵', '대회전', '우승']"
2022-01-18,ALP,"['제2', '클러닝', '자메이카', '사상', '첫', '올림픽', '스키', '수', '탄생']"
2022-01-18,ALP,"['알파인스키', '간판', '정동현', '컵', '회장배', '대회전', '우승']"
2022-01-18,ALP,"['쿨러닝', '자메이카', '알파', '스키', '봅슬레이', '동계올림픽', '전', '종합']"
2022-01-18,ALP,"['제2', '쿨러닝', '자메이카', '알렉산더', '사상', '첫', '올림픽', '스키', '출전']"
2022-01-18,SJP,"['베이징동계올림픽', '종목소개', '스키점프']"
2022-01-18,IHO,"['그래픽', '베이징', '동계올림픽', '종목', '소개', '아이스하키']"
2022-01-18,IHO,"['베이징', '16', '불참', '앙꼬', '아이스하키']"
2022-01-18,BOB,"['쿨러닝', '자메이카', '봅슬레이대표팀', '베이징서', '3개', '세부', '종목', '출전']"
2022-01-18,STK,"['쇼트트랙', '심석희', '들', '죄송']"
2022-01-18,STK,"['심석희', '가처분', '기각', '베이징행', '좌절']"
2022-01-18,STK,"['올림픽', '전', '불발', '심석희', '분', '사과']"
2022-01-18,STK,"['심석희', '베이징행', '무산', '가처분', '신청', '기각']"
2022-01-18,STK,"['동료', '비방', '파문', '심석희', '베이징', '무대']"
2022-01-18,STK,"['쇼트트랙', '심석희', '베이징', '올림픽', '전', '무산']"
2022-01-18,STK,"['심석희', '3회', '연속', '올림픽', '전', '불발', '법원', '가처분', '신청', '기각']"
2022-01-18,STK,"['올림픽', '전', '무산', '심석희', '분', '죄송']"
2022-01-18,STK,"['베이징행', '좌절', '심석희', '결과', '겸허']"
2022-01-18,STK,"['쇼트트랙', '심석희', '베이징행', '불발']"
2022-01-18,STK,"['올림픽', '전', '불발', '심석희', '결과', '분', '사과']"
2022-01-18,STK,"['심석희', '베이징', '올림픽', '분', '죄송']"
2022-01-18,STK,"['최강자', '미투', '동료비하', '올림픽행', '좌절', '심석희']"
2022-01-18,STK,"['심석희', '베이징행', '불발', '법원', '가처분', '신청', '기각']"
2022-01-18,STK,"['고개', '심석희', '들', '사과']"
2022-01-18,STK,"['쇼트트랙', '심석희', '베이징', '동계올림픽', '전', '불발']"
2022-01-18,STK,"['올림픽', '전', '불발', '심석희', '분', '사과', '종합']"
2022-01-18,STK,"['법원', '외면', '심석희', '올림픽']"
2022-01-18,STK,"['심석희', '올림픽', '전', '불발', '메시지', '유출', '추락']"
2022-01-18,STK,"['여자', '쇼트트랙', '간판', '심석희', '베이징행', '좌절', '대표팀', '구성']"
2022-01-18,STK,"['심석희', '쇼트트랙팀', '빙상연맹', '20일', '경기력향상위', '개최']"
2022-01-18,STK,"['심석희', '3회', '연속', '동계올림픽', '전', '불발', '법원', '가처분', '신청', '기각']"
2022-01-18,STK,"['심석희', '올림픽', '전', '불발', '법원', '가처분', '신청', '기각']"
2022-01-18,STK,"['베이징행', '무산', '심석희', '국내', '다음', '을', '기약', '수', '있을까']"
2022-01-18,STK,"['심석희', '올림픽', '전', '불발', '분', '사과']"
2022-01-18,STK,"['고개', '심석희', '들', '죄송']"
2022-01-18,STK,"['심석희', '올림픽', '법원', '가처분', '신청', '기각']"
2022-01-18,STK,"['쇼트트랙', '심석희', '베이징행', '불발']"
2022-01-18,STK,"['베이징행', '좌절', '심석희', '들', '죄송']"
2022-01-18,STK,"['심석희', '베이징올림픽', '전', '불발', '법원', '가처분', '신청', '기각']"
2022-01-18,STK,"['심석희', '베이징올림픽', '전', '무산', '법원', '징계', '정지', '가처분', '신청', '기각']"
2022-01-18,STK,"['심석희', '올림픽', '전', '무산', '법원', '가처분', '신청', '기각']"
2022-01-18,STK,"['심석희', '국가대표', '자격정지', '유지', '올림픽', '3회', '연속', '전', '좌절']"
2022-01-18,STK,"['심석희', '올림픽', '전', '불발', '법원', '가처분', '신청', '기각']"
2022-01-18,STK,"['쇼트트랙', '심석희', '올림픽', '전', '최종', '불발', '가처분', '신청', '기각']"
2022-01-18,STK,"['가처분', '기각', '심석희', '세', '번', '올림픽', '전', '물거품']"
2022-01-18,STK,"['심석희', '베이징', '올림픽', '전', '무산', '징계정지', '가처분', '기각']"
2022-01-18,STK,"['심석희', '3회', '연속', '올림픽', '전', '무산', '법원', '징계', '효력', '인정']"
2022-01-18,STK,"['동료', '심석희', '베이징行', '불발', '법원', '징계정지', '가처분', '신청', '기각']"
2022-01-18,STK,"['강릉출신', '심석희', '올림픽', '전', '불발', '법원', '가처분', '신청', '기각']"
2022-01-18,STK,"['재기', '아이콘', '올림픽', '무산', '고개', '심석희']"
2022-01-18,STK,"['심석희', '베이징', '올림픽', '전', '불발', '법원', '가처분', '신청', '기각']"
2022-01-18,STK,"['심석희', '베이징行', '좌절', '법원', '가처분', '신청', '기각']"
2022-01-18,STK,"['욕설', '파문', '심석희', '3회', '연속', '올림픽', '불발']"
2022-01-18,STK,"['올림픽', '전', '불발', '심석희', '측', '항고', '의미', '결과']"
2022-01-18,STK,"['심석희', '베이징행', '불발', '법원', '가처분', '신청', '기각']"
2022-01-18,STK,"['심석희', '올림픽', '전', '불발', '법원', '가처분', '신청', '기각']"
2022-01-18,STK,"['심석희', '올림픽', '징계', '정지', '가처분', '신청', '기각']"
2022-01-18,FRS,"['金', '최다', '13개', '날아오르', '화보']"
2022-01-18,FRS,"['스포츠영상', '프리스타', '스키', '월드컵', '점프']"
2022-01-19,ALP,"['자메이카', '이번', '알파', '스키', '쿨', '러닝']"
2022-01-19,ALP,"['정동현', '평창', '컵', '알파', '스키', '대회전', '우승']"
2022-01-19,SBD,"['1등', '공부', '1등', '스노보드', '1', '자', '이변', '1']"
2022-01-19,SJP,"['베이징에선', '4년', '뒤', '7번', '올림픽', '도전']"
2022-01-19,LUG,"['평창', '이', '베이징', '눈', '코리안']"
2022-01-19,BTH,"['한국', '바이애슬론', '2022', '베이징', '올림픽', '출전권', '3장', '확정']"
2022-01-19,IHO,"['트리플', '골드', '에릭', '스탈', '베이징올림픽', '목표', '빙판', '복귀']"
2022-01-19,IHO,"['재밌', '동계종목', '160㎞', '퍽', '바디체크', '동계스포츠', '꽃', '아이스하키']"
2022-01-19,CCS,"['뭐', '뭔지', '세계대회', '2위', '신의현', '입담', '여전']"
2022-01-19,STK,"['심석희', '임효준', '올림픽', '고개', '평창', '영웅들']"
2022-01-19,STK,"['기량', '금메달', '품위', '노메달', '쇼트트랙', '스타', '몰락']"
2022-01-19,STK,"['중국', '귀화', '임효준', '베이징올림픽', '국대', '선발전', '탈락']"
2022-01-19,STK,"['중국', '귀화', '임효준', '베이징동계올림픽', '최종', '선발전', '탈락']"
2022-01-19,STK,"['심석희', '쇼트트랙', '비', '뒤', '땅', '김윤일', '역주행']"
2022-01-19,STK,"['뉴스메이커', '심석희']"
2022-01-19,STK,"['국가대표', '품위', '심석희', '임효준', '베이징행', '무산']"
2022-01-19,STK,"['영상', '심석희', '베이징올림픽', '전', '물거품', '법원', '가처분신청', '기각']"
2022-01-19,STK,"['中귀화', '임효준', '올림픽', '전', '무산', '쇼트트랙', '中대표선발전', '탈락']"
2022-01-19,STK,[]
2022-01-19,STK,"['네덜란드', '매체', '슐팅', '경쟁자', '심석희', '베이징행', '불발']"
2022-01-19,STK,"['마지막', '올림픽', '3회', '연속', '전', '반전']"
2022-01-19,STK,"['네덜란드', '매체', '슐팅', '경쟁자', '심석희', '올림픽', '불발']"
2022-01-19,FSK,"['신기록', '제조', '발리예바', '베이징서', '새역사']"
2022-01-19,FSK,"['단독', '인터뷰', '김연아', '승부사', '기질', '장착', '김예림', '올림픽', '무결점', '연기', '해낼게요']"
2022-01-19,SKN,"['아이언맨', '윤성빈', '베이징', '기적', '베이징', '선수']"
2022-01-19,SKN,"['베이징동계올림픽', '종목소개', '스켈레톤']"
2022-01-20,CUR,"['팀킴', '며느리', '맞대결', '승리', '것']"
2022-01-20,CUR,"['베이징동계올림픽', '기대주', '단단', '팀', '2회', '연속', '메달', '신화']"
2022-01-20,CUR,"['베이징', '2', '컬링']"
2022-01-20,ALP,"['알파인스키', '정동현', '컵', '회장배', '2관왕', '등극']"
2022-01-20,ALP,"['4연속', '올림픽', '전', '정동현', '컵', '회전', '우승', '2관왕']"
2022-01-20,ALP,"['정동현', '컵', '알파', '스키', '남자', '회전', '우승', '베이징', '4번', '올림픽', '도전']"
2022-01-20,ALP,"['4회', '연속', '올림픽', '전', '정동현', '컵', '2관왕', '쾌거']"
2022-01-20,ALP,"['정동현', '컵', '회장배', '알파인스키', '남자', '회전', '우승', '2관왕']"
2022-01-20,ALP,"['스키판', '쿨러닝', '자메이카', '첫', '알파', '올림픽', '출전']"
2022-01-20,SBD,"['심장병', '강심장', '점프', '마지막', '대관식']"
2022-01-20,CCS,"['재밌', '동계종목⑪', '북유럽', '겨울', '크로스컨트리', '스키']"
2022-01-20,STK,"['올림픽', '쇼트트랙', '대표팀', '최종', '확정', '부상', '여파', '김지유', '제외']"
2022-01-20,STK,"['쇼트트랙', '대표팀', '확정', '전력약화', '원팀', '도전']"
2022-01-20,STK,"['최민정', '이유빈', '김아랑', '개', '전', '전', '김지유', '올림픽', '불발']"
2022-01-20,STK,"['빙상연맹', '심석희', '제외', '올림픽', '쇼트트랙', '대표팀', '최종', '확정']"
2022-01-20,STK,"['최민정', '이유빈', '등', '올림픽', '쇼트트랙', '대표', '팀', '최종', '확정']"
2022-01-20,STK,"['쇼트트랙', '대표팀', '명단', '최종', '확정', '최민정', '베이징', '수', '누구']"
2022-01-20,STK,"['쇼트트랙', '김지유', '부상', '베이징행', '무산', '이유빈', '개', '전', '출전']"
2022-01-20,STK,"['빙상연맹', '올림픽', '쇼트트랙', '대표팀', '최종', '확정', '김지유', '제외']"
2022-01-20,STK,"['선발전', '3위', '김지유', '쇼트트랙', '올림픽', '명단', '확정']"
2022-01-20,STK,"['빙상연맹', '올림픽', '쇼트트랙', '대표팀', '최종', '확정', '김지유', '제외']"
2022-01-20,STK,"['한국', '쇼트트랙', '강국', '평창', '영웅', '최민정', '것', '베이징', '15']"
2022-01-20,STK,"['나', '베이징', '쇼트트랙', '전설', '샤', '아믈랭']"
2022-01-20,STK,"['베이징', '올림픽', '최민정', '조명', '한국', '영광', '선수']"
2022-01-20,STK,"['최민정', '한국', '영광', '것', '황대헌', '등', '조명']"
2022-01-20,FSK,"['차준환', '승부수', '힘', '예감']"
2022-01-20,FSK,"['하계', '올림픽', '첫', '출발', '스케이트', '부위', '점프', '구분']"
2022-01-20,FSK,"['베이징올림픽', '한국', '피겨', '조명', '김연아', '유산']"
2022-01-20,FSK,"['국제빙상연맹', '김연아', '유산', '한국', '피겨선수들']"
2022-01-20,FSK,"['피겨', '간판', '차준환', '베이징', '목표', '후회', '베이징', '선수']"
2022-01-20,FSK,"['베이징동계올림픽', '종목소개', '피겨스케이팅']"
2022-01-20,FSK,"['김연아', '추천곡', '베이징']"
2022-01-20,FRS,"['미국', '스키', '에일린', '구', '중국', '대표', '선택', '이유']"
2022-01-21,ALP,"['알파인스키', '간판', '정동현', '2관왕', '질주']"
2022-01-21,ALP,"['정동현', '평창', '알파인스키', '회전경기', '우승']"
2022-01-21,BTH,"['베이징', '3', '바이애슬론']"
2022-01-21,IHO,"['한국', '아이스하키', '자존심', '미국']"
2022-01-21,BOB,"['봅슬레이', '원윤종', '팀', '평창', '영광', '번', '베이징', '선수']"
2022-01-21,BOB,"['베이징동계올림픽', '종목소개', '봅슬레이']"
2022-01-21,BOB,"['재밌', '동계종목', '무한도전', '과', '쿨러닝', '으', '봅슬레이', '것']"
2022-01-21,STK,"['세계랭킹', '1위', '이유빈', '심석희', '공백']"
2022-01-21,STK,"['올림픽', '쇼트트랙', '대표팀', '확정', '심석희', '징계', '선발', '3위', '김지유', '부상', '제외']"
2022-01-21,STK,"['논란', '심석희', '부상', '김지유', '女', '쇼트트랙', '올림픽', '대표팀', '명단', '확정']"
2022-01-21,STK,"['쇼트트랙', '대표팀', '확정', '부상', '김지유', '제외']"
2022-01-21,STK,"['올림픽', '쇼트트랙', '대표팀', '확정', '선발', '3위', '김지유', '부상', '제외']"
2022-01-21,STK,"['빙상연맹', '쇼트트랙', '대표팀', '최종', '확정', '김지유', '제외']"
2022-01-21,STK,"['1위', '심석희', '3위', '김지유', '대표팀', '명단', '확정', '이유빈', '기대↑']"
2022-01-21,STK,"['베이징', '확대경', '얼음', '공주', '최민정', '세계', '1위', '슐팅', '최강']"
2022-01-21,STK,"['쇼트트랙', '황대헌', '퍼펙트게', '처럼', '나와']"
2022-01-21,FSK,"['피겨', '차준환', '베이징', '메달', '4대륙대회', '쇼트', '1위']"
2022-01-21,FSK,"['피겨', '4대륙', '최고점', '차준환', '4회', '점프', '성공', '쇼트', '1위', '프리', '첫', '우승', '도전']"
2022-01-21,FSK,"['트리플', '악셀', '삐끗', '유영', '쇼트', '4위', '출발']"
2022-01-21,FSK,"['피겨', '스케이팅', '점프', '높이', '거리', '오메가', '기술', '확인']"
2022-01-21,FSK,"['스포츠머그', '연기', '후', '침묵', '퇴장', '피겨', '간판', '유영', '4대륙', '선수권', '표정', '이유']"
2022-01-21,FSK,"['발리예바', '쿼드러플', '점프', '비밀', '오메가', '기술']"
2022-01-21,FSK,"['베이징올림픽', '피겨', '점프', '높이', '채공시간까지', '측정']"
2022-01-21,FSK,"['쿼드러플', '점프', '발리예바', '비밀', '오메가', '기술']"
2022-01-21,FSK,"['정밀', '올림픽', '피겨', '점프', '높이', '수']"
2022-01-21,FSK,"['김연아', '유산', '韓', '피겨', '유영', '차준환', '집중', '조명', '베이징', '14']"
2022-01-21,FSK,"['베이징', '전초전', '4대륙대회', '쇼트', '김예림', '3위', '유영', '4위', '이해', '2위']"
2022-01-21,FSK,"['러시', '김연', '점프', '높이', '측정', '베이징올림픽', '신기술', '3개']"
2022-01-21,FSK,"['피겨', '이해', '4대륙대회', '쇼트', '프로그램', '2위', '김예림', '3위', '유영', '4위']"
2022-01-21,FSK,"['피겨', '이해', '4대륙대회', '쇼트', '2위', '김예림', '3위', '유영', '4위']"
2022-01-21,FSK,"['이해', '4대륙', '피겨', '쇼트', '2위', '김해', '3위', '유영', '4위']"
2022-01-21,FSK,"['베이징', '전', '김예림', '유', '이해', '4대륙', '여자피겨', '쇼트프로그램', '2위']"
2022-01-21,FSK,"['한국', '여자', '피겨', '4대륙', '선수권', '2', '3', '4위', '석권']"
2022-01-21,FSK,"['피겨', '이해', '4대륙선수권', '쇼트', '부문', '2위', '유영', '4위']"
2022-01-21,FSK,"['피겨', '이해', '4대륙대회', '쇼트', '2위', '김예림', '3위', '유영', '4위']"
2022-01-21,FSK,"['피겨', '이해', '4대륙', '선수권', '쇼트', '2위', '김예림', '유영', '3', '4위', '상위권']"
2022-01-21,FRS,"['中', '국적', '올림픽', '출전', '스키', '스타', '美', '불편한', '시선']"
